,review_rating,review_text,verified_purchase,total words,total characters
572,5,"I have MS my skin can get burnt fron bladder weakness, using oil gel keeps my skin protected better than any other product plus it smells nice.",False,29,151
573,5,"Very good product, excellent for every day use.",False,8,47
574,5,"This shower gel smells very nice is quite thick, not runny like some other gels. I would definitely buy this again.",False,22,119
575,4,"Great product, very concentrated good lingering fragrance. The bonus is bottle is made from 100 percent recycled plastic.",False,20,129
576,5,"All family love it! Great chocolate ice cream kids enjoyed finding fish! Won't last long in this household, wonderful treat.",False,25,142
577,5,Everyone loved this. Will buy again.,False,6,36
578,2,"I've been using this moisturiser daily for 5+ years it's always been great for price. However recent formula change means that it now stings slightly to apply, has caused dermatitis to flare up around my eyes. I've compared ingredients from before think it's possibly due to inclusion of 2-bromo-2-nitropropane-1,3-diol. Dissapoiting as was always super reliable before, even for my picky skin. Hopefully they'll change formula back otherwise I won't be buying it again",False,81,499
579,5,I just try this product so happy with it. It makes my hair so soft,False,16,70
580,5,"Wow i love this so much,the smell is amazing it lingers on your skin for while as ive notice with other cream it dont,i love that it is non greasy when applying it too which is another good thing,and i love it because this is only cream ive found that works helps with my dry skin that i get in patches on my face,just brill. [This review was collected as part of promotion.]",False,78,391
581,5,"I would very much recommend this product, after using it my skin feels so soft smooth. I believe if I continued to use this long term I would see massive benefits. The bottle is huge, so would last you long time. [This review was collected as part of promotion.]",False,52,270
582,5,"This product is not what I would have bought. Although I like Vaseline products, this one has never appealed to me. The smell is really nice product goes onto skin really well. It soaks in really nicely doesn't leave residue like some products do. [This review was collected as part of promotion.]",False,58,317
583,5,"This product smells gorgeous. I have used this in kitchen, will certainly buy in future. A great hand wash, lathers well, non drying to skin.",False,30,161
584,2,My husband used this deoderant found on application was very uncomfortable under arms with stinging sensation for quite some while after use.,False,24,147
585,1,I poured this in kitchen sink drain left it overnight. Drainage no better in morning. Then got Essential Waitrose drain unblocker few days later it did job!,False,32,174
586,4,If you like chocolate icecream then this is good one! Good texture as well,False,15,76
587,4,Lovely creamy with good chocolate flavour. Contains no GMO,False,9,58
588,2,"I have always used Cif thought it great product. However, now micro granules in it are no long plastic you have to be careful where you use it as it does cause fine scratches - be wary of using on stainless steel.",False,45,223
589,1,why change what was great - no option for no starts,False,11,51
590,5,This is best stock ever-unless you make your own! Gravy is richer has wonderful flavour. Wouldn't be without it.,False,22,122
591,1,Shame they contain palm oil (albeit labelled 'fat'). You would have thought that these would have been reformulated by now given all publicity.,False,24,147
592,5,My husbands favorite - but impossible to find at any of my previous sources. I will check out Target. Thank you.,False,21,112
593,5,"I'm really impressed! This was my first time using self-tan so I was nervous how it would turn out but it worked perfectly - gradual tan that you can build up, very light texture so it dried quickly didn't stain or streak. Love it!",False,46,237
594,5,A lovely subtle soft colour to skin. I am pale use medium to dark. Dove scent no fake tan smell so far. I use for 4-5 days in row then once or twice weekly. Just Keep rubbing in gently till absorbed.,False,46,217
595,5,"As regular user of number of simple products, I was very impressed with there refreshing shower gel. I suffer with quite dry skin during winter, when using other brands of shower gel they can sometimes act harshly leave my skin quite dry flaky, especially on my face. However with this simple shower gel this is not case. It does not irritate my skin in face it leaves my complexion looking clearer my skin feeling soft. The size of bottle is adequate for everyday use regular use. And although packaging is quite mild it does job. I would definitely choose this shower gel out of choice. A little bit goes long way, product has pleasent scent. [This review was collected as part of promotion.]",False,141,756
596,5,"I love having shower in morning moreover, using really fresh shower gel. This is first thing I need to have great day. With Simple Refreshing Shower Gel, this is exactly what I was looking for. Something simple non-odorous. The Refreshing Shower Gel is perfect blend of ingredients to clean energise your skin. Perfect for even most sensitive skin [This review was collected as part of promotion.]",False,78,437
597,4,"I got this product few days ago used it already many times. While you might think refreshing shower gel is quite ""liquid"" in its form, you could feel cucumber extrat, which i found great! Often, products say things on their bottle don't truly mean it whereas Simple Product was not one of them. Secondly, smell is amazing my skin has not badly acted upon it. I do think it is good product but it might not please others as well! [This review was collected as part of promotion.]",False,98,510
598,5,I love simple range! It's great for my sensitive skin! Had never tried shower gel but it's now only shower gel I will continue to use. Left me feeling fresh knowing it's best for my skin makes me more likely to recommend. [This review was collected as part of promotion.],False,55,289
599,5,"I always use simple products so when I got notification to request this product I was very pleased. As always, Simple has produced another great product that says what it does on tin. My skin reacts well to Simple products I am very pleased with this shower gel. [This review was collected as part of promotion.]",False,60,326
600,5,Simple refreshing shower gel. Personally. Didn\u2019t. Liked. It. But. My. Daughter. Enjoying. Using. It. She. Love. It. And. Asked. Me. To buy. More when. It\u2019s. finished [This review was collected as part of promotion.],False,35,227
601,4,"This is really good shower gel for sensitive skin, there isn\u2019t an overwhelming fragrance which lot other shower gels have cause irritation without us even realising. The simple shower gel foams well, it\u2019s not drying yet still very refreshing. [This review was collected as part of promotion.]",False,51,312
602,5,"Just like rest of simple range, this product is really kind to skin. I have pretty sensitive skin so this is great for me would defintley recommend to others. Simple design but works well. [This review was collected as part of promotion.]",False,47,256
603,4,"This Simple shower gel is clear gel that lathers up really really well, so you don't have to use much to feel clean. As like other Simple products, it doesn't have perfume, so it's pretty much odourless, with hint of cucumber smell. It feels really natural whilst also making me feel clean, so will definitely be buying again! [This review was collected as part of promotion.]",False,69,382
604,5,I always been big fan of Simple shower gels they just never disappoint. This one smells really lovely And feels nice kind to my skin. Perfect for everyday use would always recommend it to friend. [This review was collected as part of promotion.],False,48,259
605,5,"Love this shower gel mostly for its simplicity fact that it does not contain any nasty chemicals. The scent is simple smells bit like soap, it foams nicely on skin leaves it soft hydrated. [This review was collected as part of promotion.]",False,50,266
606,5,"This shower gel really is simple to use. A small amount created lovely thick lather that left my skin feeling incredibly clean, soft refreshed. There's no perfume - just clean, fresh smell no skin irritation. [This review was collected as part of promotion.]",False,48,272
607,4,"Got for my husband for change. Classic lynx deodorant. DonÂt use too much, smell can be overpowering but clean smell that last for day.",False,27,146
608,5,"My skin was dry, itchy scaly no matter what I did, nothing helped. I switched to Dove Deep Moisture body wash. All commercials are right! It changed my skin after just first use. My skin is so soft all itching has stopped. I feel like different person. Love this product!",False,57,297
609,4,"This body lotion is generously sized lasts for long time, therefore great value for money. It's smooth to apply, leaves no sticky film on skin smells nice. It's low key product that is really great for everyday use. [This review was collected as part of promotion.]",False,52,283
610,4,"IV only used this Vaseline intensive care Aloe soothe body lotion couple of time so far, this had pleasant smell soaked in my skin very quickly, so far very impressed with this product so would recommend to friends family [This review was collected as part of promotion.]",False,52,285
611,5,Works like magic,True,3,16
612,5,"Great value for money!!! Great buy, I didn't think twice.",True,10,57
613,5,Cleans hair well though,True,4,23
614,5,Good value.,True,2,11
615,5,"Big bottle, low cost. Lets not go too deep.",True,9,43
616,3,Thought I was getting bargain but found it cheaper elsewhere,True,11,62
617,5,"This is absolutely indistinguishable from finest dairy vanilla ice creams - it has very sweet milky taste proper ice cream texture, but is fully vegan! Have fun fooling your dairy-eating friends with it. They wonÂt believe itÂs not dairy.",False,42,250
618,5,"Liked this, lathers up nicely has lovely subtle fragrance. Left my hands feeling soft clean, would definitely purchase again, good value product at Â£1.40!",False,27,165
619,4,"Decent size bottle, with firm lid. The smell is subtle, but quite nice gel is firm enough to wash with.",False,23,113
620,5,Lovely fresh!,False,3,17
621,5,Obviously....chocolate. ice cream. what more to like?!,False,7,54
622,5,"We really enjoyed this, creamy ice cream with plenty of chocolate 'fish' pieces",False,13,79
623,4,Really lovely rich creamy ice cream. Went down great with kids. While its good size tub its probably for of treat than all time purchase.,False,29,149
624,3,"Nice flavour, although very very sweet texture seems little artificial",False,12,76
625,5,It's very good looked it good price it big good size,False,12,56
626,5,for snacks,True,2,10
627,5,Great value good service,True,4,24
628,5,Brilliant value for money,True,4,25
629,5,Love it love it,True,4,15
630,5,"Like smell, lathers well little goes long way",True,12,57
631,5,Long lasting scent barely any sweat.,True,7,40
632,5,"large packs, works out cheaper than shops. will order again.",True,11,64
633,5,I have used this deodorant for last 5 years it is by far best one IÂve every used! I could not be without it! I always had problems with sweat growing up this has given me so much confidence!,False,43,208
634,5,As expected,True,2,11
635,5,The original smell of teenagers in 90s,False,8,42
636,4,What treat! Thank you Ocado for sending this for me to review. Very chocolatey ice cream with nice extras like chocolate fish marshmallow. Its very indulgent but lovely for an occasional treat.,False,34,199
637,5,"I was sent this product to review, love new style bottle, stands out bit, shower gel was nice consistency, produced good lather had great fresh scent, lot of men's toiletries have heavy scent but this was subtle, really liked it will buy in future.",False,55,280
638,4,"Feels nice on hands, aroma isnt cloying.",False,9,48
639,5,Convenient,True,1,10
640,5,Always bulk buy tresmemme from amazon,True,6,37
641,2,Taste horrible so hard,True,5,26
642,5,First off love it after that what's left to say.... A bigger jar would be nice,True,16,78
643,4,"They are little bit rough, I donÂt know why but I thought they would be soft.",True,17,80
644,5,"What's not to like? Awesome, long-lasting quality smell of Dove Men for fraction of price.",False,17,96
645,5,Fantastic buy. Speedy delivery.,True,4,31
646,4,Great price for 2 large shampoos. Tresemme is good shampoo I love using it,True,16,80
647,1,The bottle was on its side seal was broken. About 1/4 of it had leaked out into box other other stuff.,True,25,118
648,4,Love smell washes great. Unfortunately it doesn't agree with my skin,True,13,76
649,1,It was spilled everywhere in box again. Please can you tell me why it's doing that. Because it's looks like to me. It's been dropped or box it came in have been shaken. The lid wasn't even on tidy. Absolutely disgusting. I will be contacting Amazon about this ok. Terrible.,True,52,281
650,4,Is actually good practical to use pot. Keeping hot for while. Easy to make.,True,17,85
651,5,"Kids love this, great chocolate flavour.",False,6,40
652,5,"This is an ice cream classic. I enjoyed it when I was young now my children love it too. They like to count how many chocolate fish they've got, which is usually lot!",False,35,172
653,3,"probably out least favourite Ben & Jerrys ice cream. too sickly , too chocolaty . still all gets eaten with smiles on faces . but better flavours out there",False,29,155
654,4,This is great everyday moisturisor for all skin types. It has quite runny texture meaning that it is easy to spread across your body. The smell is very fresh subtle. It blends in to skin quickly. [This review was collected as part of promotion.],False,49,259
655,2,Whenever we but these they never contain any white chocolate ones,False,11,65
656,5,One of many favourites.,False,4,23
657,5,"Absolutely gorgeous. Rich, gooey, marshmallowey goodness. Bonus when you get phish!!",False,12,86
658,4,"My children love this flavour, I think it is novelty of having chocolate fish to find. For me it is bit too sickly sweet but ok in small quantities.",False,31,154
659,5,"We have hard water, have had problems with adding tap water to our old iron. This ironing water has lovely scent keeps our iron from developing limescale.",False,30,164
660,1,Ive used Simple products before as I have sensitive skin am allergic to certain products however using this product Ive come out in rash on my face which hasnt gone all day.,False,34,179
661,5,So happy that I chose to buy this as it is incredibly soothing refreshing on my skin. I applied it to my whole body every inch of my skin felt soft smooth it lasted all day! There is good amount of product in bottle I will definitely be using it every day. Just bought two more as it is so good.,False,68,321
662,5,"I'm really impressed! This was my first time using self-tan so I was nervous how it would turn out but it worked perfectly - gradual tan that you can build up, very light texture so it dried quickly didn't stain or streak. Love it!",False,46,237
663,5,My husbands favorite - but impossible to find at any of my previous sources. I will check out Target. Thank you.,False,21,112
664,5,"This Cookie Dough are best Ben Jerrys! So tasty, i can't stop once i've started.",False,18,92
665,5,"Whats not to like! Creamy, very chocolate tasting with big hunks of chocolate.",False,13,78
666,5,Love this size of magnums as much better for dessert in this house than full size magnum. Mint is my personal favourite on flavours!,False,27,140
667,5,Excellent buy,True,2,13
668,5,You are wrong,False,3,13
669,1,Literally no curry powder or anything on noodles besides sachet. Barely edible.,True,14,87
670,5,I like this conditioner,True,4,23
671,5,"Fast dilivery. Nicely packed, makes my washing fresh clean",True,10,62
672,2,Just opened it all liquid came out all over box lids snapped,True,14,68
673,5,Excellent buy,False,2,13
674,5,What's to say of tasty beef tomato? Just add some grated cheddar cheese before you mix it for 2nd time let it sit for minute... you won't regret it!,True,34,166
675,4,Haven't tried it yet but smell is nice,True,9,42
676,5,I recently developed eczema for first time due to an allergic reaction. I would wake up several times during night clawing at my arms legs to stop itching. While reading labels in store I saw that this product was accepted by National Eczema Association decided to give it try. By next day itching was tolerable. By fifth day redness swelling were all but gone. Still using it every day my skin feels better each day! Thank You!!!,False,91,484
677,4,I am quite enjoying using this concealer at moment! The coverage is quite light I usually apply under eyes etc after foundation just to brighten up my face. It does job well! No complaints So far at all! [This review was collected as part of promotion.],False,51,271
678,4,"I was stoned so need more pot with this pot, it helps with munchies. I must be stoned to give this stuff 4 stars. But it's quick easy may be made of real food. But I expect that depends on you definition of real food. I just wish I had another pot as have MUNCHIES now. Must be all talk of pot.",True,68,318
679,4,That was good deal.,False,5,21
680,5,It is very sweet but in small portions makes very indulgent treat as it is pretty much perfect!,False,19,97
681,5,"I mean, guys, it's amazing. Those little choccy fish secret deposits of marshmallow make every bite delicious adventure of joy. I love it",False,26,147
682,4,not my usual flavour but tried this for change pleasantly suprised,False,13,72
683,5,Thoroughly recommend great clean smell,False,6,42
684,5,Cheapest IÂd found at Â£6 for quantity you get. Hopefully itÂll be back on offer again soon,True,18,97
685,5,The only deodorant I'll ever use have done for past 3 years straight.,False,15,77
686,5,I2019ve been buying these for years now because they not only clean but hydrate my skin too. I have noticed my skin feeling nice soft cool brighter! I love this product recommend people to try it. Really good for on go! [This review was collected as part of promotion.],False,55,291
687,5,These are best makeup wipes I've ever tried! I wear quite few layers of waterproof mascara usually taking it off is nightmare but this removes it without any effort as they're very moist. My eye area is very sensitive but these don't sting at all. The actual wipes are good size so you can take foundation mascara off with one wipe which makes pack last lot longer. The packaging is also nice fun which is always bonus! [This review was collected as part of promotion.],False,96,501
688,5,Has repaired all my dry ends.... INCREDIBLE,True,7,43
689,5,"Exactly same as you would buy in shops, just better value",True,13,65
690,5,I've been buying these for years now because they not only clean but hydrate my skin too. I have noticed my skin feeling nice soft cool brighter! I love this product recommend people to try it. Really good for on go! [This review was collected as part of promotion.],False,55,288
691,4,"At about 400 kcal, this is definitely no soup for calorie-controlled",True,13,76
692,5,value for money,True,4,21
693,1,Product burst in transit.,True,4,25
694,4,Leaves clothes smelling lovely keeps them soft.,True,8,51
695,5,Recommend,True,1,9
696,5,"i have an autoimmune disease called dermatomyositis that causes dry itchy, occasionally i scratch so much that it break skin, this lotion has been god send for me! On top of DM i am pregnant use it on my belly, it leaves my skin soft. Use it every night after shower.",False,57,287
697,5,"So happy I tried these make up wipes. I have sensitive skin no make up wipes are good for me, I2019ve tried lots of different brands but these are best I2019ve tried by far. Definitely going to continue buying. [This review was collected as part of promotion.]",False,50,270
698,5,"These are super easy to use,I have them in my gym bag to take off my makeup before working out they do good job of taking my makeup off without irritating my skin or leaving it smeared all over my face. They smell nice too [This review was collected as part of promotion.]",False,56,280
699,5,My mans favourite I love smell,True,8,38
700,5,"So happy I tried these make up wipes. I have sensitive skin no make up wipes are good for me, I've tried lots of different brands but these are best I've tried by far. Definitely going to continue buying. [This review was collected as part of promotion.]",False,50,264
701,5,"I absolutely love this tan, I've tried so many gradual moisteriser tans I've lost count, they often go streaky, don't tan you or make you go orange.. smell awful!! But not this one... I never write reviews but had to with this, is smells lovely when it's on, by morning there's is tan smell but after shower it's gone, it's not streaky, builds up nicely & looks great!!",False,72,381
702,5,I live on my own but jar never goes out of date. it's only thing I would HAVE to take with me if I emigrated!,False,27,117
703,5,"A tub never lasts long in our house as its so delicious! Especially little chocolate fish, they are so incredibly moreish! Really nice ice-cream not too sweet.",False,29,167
704,4,"Absolutely delicious! Strangely, kids were not fans.... but I definitely am!",False,12,80
705,3,"Ease of use is an obvious advantage clothes come out smelling great. However, effectivity does not seem to be as good as Persil non-bio liquid that I normally use.",False,31,171
706,5,Perfect stay moist in packet instead of drying out after while!,True,13,69
707,5,I am so glad I tried These wipes I've been searching for right ones for months. These micellar wipes are really big which is brilliant great smell they do job. Removes make up really well is just amazing. I will definitely be buying these again. [This review was collected as part of promotion.],False,58,313
708,5,"I love using micellar water to clean my skin makeup these micellar wipes are amazing in both jobs! The size of wipe is superb to clean whole face neck in one go after using it my skin feels clean, soft fresh. I did not get any kind of reaction to product, so it is win win for people with bit sensitive skin. These wipes are full of moisture remove waterproof mascara so nicely easily. The best part is that these wipes have no nasties in them so safe gentle on skin. Overall it is must for every one! [This review was collected as part of promotion.]",False,119,597
709,5,I received these today oh my god they are great!! They took my make up of easily wipes to me are soft. I love them compared to wipes I use just now I definitely will be buying these again!!! [This review was collected as part of promotion.],False,52,258
710,5,"I have blemish prone skin, so using good quality face wash is essential. Simple leaves my skin feeling refreshed revitalised. I use it every morning every evening. It gently cleanses removes make up impurities. Perfect for my sensitive skin, I love it! [This review was collected as part of promotion.]",False,56,322
711,5,I like this product because when i used it it made my face feel refreshed.It is good product because it is kind to skin it contains no artificial perfumes or colours which would make it suitable for sensitive skins.I recommend this product very much. [This review was collected as part of promotion.],False,55,308
712,5,"I used it once I got it. It keeps my skin quite clean no any strong smells. No alcohol, makes my skin feel better because my skin is quite sensitive. It2019s easy to wash too. Also it is see through container. [This review was collected as part of promotion.]",False,52,267
713,5,This is one of most affordable yet effective facial washes that I have ever tried! It leaves skin feeling refreshed cleansed with no feeling of dryness. For sure cult skincare product I would definitely repurchase again! [This review was collected as part of promotion.],False,50,290
714,5,Smells really pleasant....,True,3,26
715,5,Our whole family loves this ice cream!,False,7,38
716,5,"I used it once I got it. It keeps my skin quite clean no any strong smells. No alcohol, makes my skin feel better because my skin is quite sensitive. It's easy to wash too. Also it is see through container. [This review was collected as part of promotion.]",False,52,264
717,3,Absolutely NO nutrition in these whatsoever..you even feel like youre eating rubbish...bit never less..moreish very quick convenient if you need to eat something on fly,False,29,184
718,1,Used in chicken mushroom pie filler. Thought it would add nice flavour. All it added was salt. Lots of it. Pie filler ruined chucked in bin. Plus layer of my tongue missing after tasting! I like seasoning but this was over top. Like when u accidentally swallow sea water.,False,55,289
719,5,Lovely smellllllll,True,2,18
720,5,"I have always been fan of micellar water for years now, so when I saw that simple had created wipes that were made up of micellar water I just had to purchase them. I have quite sensitive skin therefore I like to use gentle products on my skin, therefore Simple is definitely preferred brand for myself. The wipes are great to use to quickly take your make up off after long day leave your skin feeling truly clean cleansed. [This review was collected as part of promotion.]",False,93,490
721,4,"nice wipes, takes out whole make up, you don't beed to scrib your face until it hurts so it's very good. it is not too wet yet not too dry. It moisturise well it leaves your skin smooth nice to look at! [This review was collected as part of promotion.]",False,54,266
722,5,So gentle on skin. Feels just like water... Even if you get it in your eyes. Removes every trace of make up. I wear quite heavy eye make up it removes immediately without fail. Leaves skin feeling clean refreshed. 5* [This review was collected as part of promotion.],False,51,276
723,5,"I2019m so happy with these wipes! I have used these wipes to remove make up just to cleanse my face. The wipes are perfect for sensitive skin. They remove all make up unclog pores you only need to use one wipe. I used to buy wipes use 3/4 in one go, I will defiantly be using this wipes long term. [This review was collected as part of promotion.]",False,73,365
724,4,"This foundation is really lovely, light smooth. It is easy to apply lasts all day long with reapplying. The pump feature allows right amount to be used on one's face. The bottle is nice shape small enough to fit Into make up bag without problem. [This review was collected as part of promotion.]",False,61,319
725,5,This wash worked very well. It removed my make up with ease but it was really gentle on my skin. It left my skin feeling very soft clean. It has no fragrance so it works very well for sensitive skin. [This review was collected as part of promotion.],False,50,255
726,5,I absolutelly love Simple products its one in particular is my to go products when it comes to clean my face. It has mosturising formula leaves skin clean smooth. The smell is delicate you can see difference between washing your face just with water washing your face with this product. [This review was collected as part of promotion.],False,67,368
727,4,"I found this face wash very kind to skin , normally my skin feels very dry after washing very face but I was surprised how gently it cleaned my skin with no dryness , rather than skin was feeling so soft smooth. [This review was collected as part of promotion.]",False,52,267
728,5,"started using this few days ago I2019ve noticed big differences in my skin on my, no break outs, as I mostly get tiny annoyijy spots on my nose. Makes your skin look radiant smooth. I have sensitive skin this was to me massive help.I usually use facial wipes but I am seriously considering switching to wash instead using wipes on occasion. [This review was collected as part of promotion.]",False,79,424
729,4,Been using this for last few days this facial wash is great for getting excess make off your face without stripping any natural oils. This product is great to add to your skin care routine. I use it in morning at night. It's leave my skin feeling clean fresh. [This review was collected as part of promotion.],False,62,327
730,5,I am very conscious of what I put on my face as I have very sensitive skin. Simple products are fantastic for this as you can be sure they do not have any added additives. The soap is light washes your face well. It doesn2019t leave skin dry or itchy but feels very smooth moistured which is great.If you2019re looking for something that is good for your skin helps to clear skin this is right product for you. [This review was collected as part of promotion.],False,91,478
731,5,An old favourite which never disappoints.,False,6,41
732,1,Revolting. Tastes nothing like real vanilla ice cream. Actually couldnt eat it so straight in bin! I cant understand good reviews this has!,False,25,147
733,5,"The ice cream is creamy, delicious chocolate that right down to bottom of cornet",False,15,84
734,5,"I'm so happy with these wipes! I have used these wipes to remove make up just to cleanse my face. The wipes are perfect for sensitive skin. They remove all make up unclog pores you only need to use one wipe. I used to buy wipes use 3/4 in one go, I will defiantly be using this wipes long term. [This review was collected as part of promotion.]",False,73,362
735,5,Usual Standard,True,2,14
736,5,Used this conditioner for years! Others often comment when taking washing out how nice it smells..but does not leave lingering fragrance like perfume. Not chemically or overpowering like others. Does great job as softener too. Notice when change brands or run out. 5 stars for product but 1 star for price consistence here on amazon. As always Amazon has price fluctuation for many different reasons but this particulr item ranges from Â£5 to Â£10. Watch price!! Can easily buy for Â£6 in shops when in stock. I never buy when costs more here.,True,97,555
737,5,Thankyou just what I thought it would be,True,8,40
738,4,"This product is great, I got this month ago maybe more it has helped hydrate my skin got rid of any makeup I have worn. So overall I would recommend to others I will continue to use this product.",False,43,209
739,5,Wow! What an amazing product! The difference in my skin is unbelievable. Will definitely be buying this product from now on have had so many compliments on how good my skin looks have recommended to friends family. [This review was collected as part of promotion.],False,49,278
740,5,"I love these wipes, I have been using them for as long as I can remember. They take off all makeup, even waterproof mascara. They don2019t iritatw my face or eyes my skins doesnt feel tight afterwards. Love them [This review was collected as part of promotion.]",False,50,271
741,5,These are excellent wipes that are perfect when you have sensitive skin. They remove make up didn2019t make my skin red or feel sore after use I will be changing to these for now on they are perfect for on go makeup removal [This review was collected as part of promotion.],False,54,283
742,5,Brilliant for taking away my make up sins it didn2019t burn my face was brilliant for sensitive skin I would recommend this to anyone who needs wipes that require micellar water to give you that extra cleansing factor [This review was collected as part of promotion.],False,48,273
743,3,"I bought facial wipes week ago. The packaging is pretty appealing. However wipes aren2019t that soft on your face compared to other brands. Also I found they didn2019t fully remove all makeup I was wearing, there were still few traces, I didn2019t find they removed makeup as easily as other brands! [This review was collected as part of promotion.]",False,66,371
744,5,"My skin feels so fresh after using this product, my skin feels soft refreshed cleaned. Easy to apply wash off. It lathers easily really cleans your skin. There are no harsh chemicals in this facial wash feels great on your skin [This review was collected as part of promotion.]",False,55,299
745,5,"I2019ve been using this face wash for years I love it. It2019s really gentle great for sensitive skin, but also gets rid of my makeup. My whole family use it! I will keep buying this recommend it to everyone! [This review was collected as part of promotion.]",False,51,272
746,5,I am very conscious of what I put on my face as I have very sensitive skin. Simple products are fantastic for this as you can be sure they do not have any added additives. The soap is light washes your face well. It doesn't leave skin dry or itchy but feels very smooth moistured which is great.If you're looking for something that is good for your skin helps to clear skin this is right product for you. [This review was collected as part of promotion.],False,91,472
747,5,"started using this few days ago I've noticed big differences in my skin on my, no break outs, as I mostly get tiny annoyijy spots on my nose. Makes your skin look radiant smooth. I have sensitive skin this was to me massive help.I usually use facial wipes but I am seriously considering switching to wash instead using wipes on occasion. [This review was collected as part of promotion.]",False,79,421
748,5,"I've been looking for body wash that doesn't leave my skin so dry thought I'd pay money to get soft skin I want. If my husband says it's money well spent, it truly is money well spent! Looking forward to trying more Dove products!",False,48,244
749,5,"I've been using this face wash for years I love it. It's really gentle great for sensitive skin, but also gets rid of my makeup. My whole family use it! I will keep buying this recommend it to everyone! [This review was collected as part of promotion.]",False,51,266
750,3,"I bought facial wipes week ago. The packaging is pretty appealing. However wipes aren't that soft on your face compared to other brands. Also I found they didn't fully remove all makeup I was wearing, there were still few traces, I didn't find they removed makeup as easily as other brands! [This review was collected as part of promotion.]",False,66,362
751,5,Brilliant for taking away my make up sins it didn't burn my face was brilliant for sensitive skin I would recommend this to anyone who needs wipes that require micellar water to give you that extra cleansing factor [This review was collected as part of promotion.],False,48,270
752,5,These are excellent wipes that are perfect when you have sensitive skin. They remove make up didn't make my skin red or feel sore after use I will be changing to these for now on they are perfect for on go makeup removal [This review was collected as part of promotion.],False,54,280
753,5,"I love these wipes, I have been using them for as long as I can remember. They take off all makeup, even waterproof mascara. They don't iritatw my face or eyes my skins doesnt feel tight afterwards. Love them [This review was collected as part of promotion.]",False,50,268
754,5,Great,True,1,5
755,5,"good quality, easy to use - does job - bobs your uncle !",True,14,60
756,5,great smell great value for money. i would recommend having smaller conditioner bottle to decanter into. i will be purchasing again!,True,23,138
757,5,Good,True,1,4
758,5,This is good product leaves nice smell but does not irritate skin,True,15,73
759,1,These are not Simple wipes - quality is significantly inferior,True,11,66
760,5,"Tastes great, not as spicy as I feared it might.",True,10,48
761,5,I bought these simple wipes about month ago I love scent how well they clean my face they are great for on go for quick skin pick up they tone my skin as well I love little mix design as it makes them stand out. [This review was collected as part of promotion.],False,63,295
762,5,I bought this couple of weeks ago I have noticed that since use my skin has become clearer has looked more glowy. I had struggled with my skin I normally use micellar water for my skin which is hit or miss as to whether it works but these wipes are more convenient as I can keep them beside my bed use them whenever needed without much effort [This review was collected as part of promotion.],False,82,414
763,5,I bought these wipes to help clean my face take make up off at end of night. They was very good at taking make up off you only needed 2wiped to wake whole face of make up off. My face felt clean after using wipes they didn2019t dry my skin out. [This review was collected as part of promotion.],False,67,322
764,5,"so i purchased these wipes as i love simple products , they smell absolutely amazing are very nice on skin these are my new favourite wipes i cant wait to purchase again great value for money [This review was collected as part of promotion.]",False,48,255
765,5,"I was cautious at first when using these wipes, I suffer with sensitive skin often get stinging feeling if using even sensitive / fragrance free wipes. These were totally different, really moist so no rubbing required very light, water-like feeling. Will continue to use! [This review was collected as part of promotion.]",False,57,335
766,4,"I tried these on fairly dry swatch of quite concealer on my hand, it took all but faint stain off which was quite impressive for face wipe. On my face they feel refreshing, cool leave slightest tingle of 'clean' behind. You can see on wipe that they're taking off yuck of day, along with any makeup (yes, including most of my mascara). I might have put more wipes in pack- enough for month of one day, but that's probably my main niggle. [This review was collected as part of promotion.]",False,103,527
767,5,Makes my skin feel so soft clean after use. Much better than just using baby wipes like I was using before. Makes me feel as though it has really lifted all dirt makeup off. Removes eye makeup easily too. [This review was collected as part of promotion.],False,51,268
768,5,"This is an excellent product left my skin feeling so clean healthy, great value for money too, will definitely be using this for foreseeable future. I2019ve tried other similar products in past but have not gotten results as good as this :-) [This review was collected as part of promotion.]",False,55,309
769,5,"I have normal/oily skin, I used this facial wash for week I really saw difference to my skin it felt more cleansed clearer which I noticed straightaway. My skin is soft their were no red blemishes compared to previous facial washes used. [This review was collected as part of promotion.]",False,56,305
770,4,"I have not been using this for long am please with it. There is no overpowering smell, no tightness it does not leave your face oily. I would definitely recommend this. One of best things to happen to my face. [This review was collected as part of promotion.]",False,52,273
771,3,after using this my face felt lovely soft cooling I felt very refreshed ready to go fight day even if I had woke up feeling tired drawn this helped me I love smell of it it's so easy to use even my child uses it so far I can see difference in her face [This review was collected as part of promotion.],False,71,333
772,5,"Been using this face wash for last couple of days, in morning evening as part of my cleansing routine I really quite like how it leaves my skin as it can quickly react to different cleansers toners, but not this. It seems less harsh than other facial washes, my skin feels almost moisturised after towel drying. Smells delicious too, very delicate scent not soapy at all. [This review was collected as part of promotion.]",False,81,447
773,5,"I used this cleanser twice day, I have combination skin. It was really effective harmony with my skin. Unlike most cleansers it didn't dry my skin out it effectively cleaned it ready for toner. Would highly recommend. No harmful colours or additives. [This review was collected as part of promotion.]",False,55,314
774,5,"Having used this face wash for few days now, I've found that my skin feels softer to touch,my skin looks clearer brighter, I feel so much cleaner afterwards. I would definitely recommend it to everyone. [This review was collected as part of promotion.]",False,47,264
